@ATTRIBUTE ellipse-ax NUMERIC
@ATTRIBUTE ellipse-ay NUMERIC
@ATTRIBUTE ellipse-cx NUMERIC
@ATTRIBUTE normF NUMERIC
@ATTRIBUTE normInf NUMERIC
@ATTRIBUTE lambda-max-by-real-part-im NUMERIC
@ATTRIBUTE lambda-max-by-real-part-re NUMERIC
@ATTRIBUTE nnzdia NUMERIC
@ATTRIBUTE avgdistfromdiag NUMERIC
@ATTRIBUTE solver {"11256944","99720138","11256942","11256943","11256941","42851841","81986705","82456576","53362206","45869639","45869638","45869637","12321508","30870723","53302993","44526267","90783920","30870722","30870721","30870720","36564233","36564232","36564235","36564234","13323659","95762355","95762354","95762353","95762352","45869640"}
@ATTRIBUTE class {good,bad}
@DATA

?,5307,8278,?,2780,15,?,5,-2032.577,?,9939,2990138.0,2421.551,28306,5.531602e-07,?,4535,2298394.0,950623.4,5307,28306,?,0.0006346299,-4530569.0,?,?,13059,?,2032.574,24.87432,3.368616,?,2797,4535,0.5,-1.368616,2,?,23.60266,5308,?,6,0.03528387,11129550.0,?,1.255207,2992170.0,?,12605220.0,240,2032.114,1629.306,-0.2221727,11129570.0,4530569.0,?,2032.574,5308,5,"82456576",good
?,5307,8283,?,2780,15,?,5,-2032.577,?,9956,2990139.0,2423.3,28316,5.510768e-07,?,4535,2298394.0,950620.4,5307,28316,?,0.0006072264,-4530569.0,?,?,13052,?,2032.574,23.83116,3.223158,?,2797,4535,0.5,-1.223158,2,?,22.62323,5308,?,6,0.03345377,11129550.0,?,1.210466,2992170.0,?,12605580.0,240,2030.97,1686.121,-0.490404,11129570.0,4530569.0,?,2032.574,5308,5,"82456576",good
?,7899,537,4353,390,5,1,1,1.026844,?,1059,65890.98,1349.616,13036,0.9731101,?,7844,65896.0,164.5643,7899,13036,?,1.0,-65892.0,?,?,3896,?,1.0,4.818839,8081.0,?,8081,7844,0.975,8081.0,1,2,4.818839,8081,?,3,?,89848.69,?,31.32071,65893.0,?,8504424.0,240,1.029488,1.158945,0.9886144,89848.74,65894.0,?,1.775022,8081,1,"82456576",bad
?,7899,537,4353,390,5,1,1,1.026844,?,1059,65890.98,1349.616,13036,0.9731101,?,7844,65896.0,164.5643,7899,13036,?,1.0,-65892.0,?,?,3896,?,1.0,4.818839,8081.0,?,8081,7844,0.975,8081.0,1,2,4.818839,8081,?,3,?,89848.69,?,31.32071,65893.0,?,8504424.0,240,1.029488,1.158945,0.9886144,89848.74,65894.0,?,1.775022,8081,1,"12321508",bad
?,7899,537,4353,390,5,1,1,1.026844,?,1059,65890.98,1349.616,13036,0.9731101,?,7844,65896.0,164.5643,7899,13036,?,1.0,-65892.0,?,?,3896,?,1.0,4.818839,8081.0,?,8081,7844,0.975,8081.0,1,2,4.818839,8081,?,3,?,89848.69,?,31.32071,65893.0,?,8504424.0,240,1.029488,1.158945,0.9886144,89848.74,65894.0,?,1.775022,8081,1,"95762354",bad
?,15047,4180,?,4,153,?,13,1.0,?,215655,160569700.0,6827.318,475296,4.072221e-07,?,14782,242717800.0,160572900.0,15047,475296,?,136973.5,-495232000.0,?,?,224091,?,1.0,26.10612,4869408000.0,?,35550,14782,0.06666667,-4869369000.0,2,?,19.77358,35550,?,26,1595804.0,1208677000.0,?,17275.94,211791100.0,?,120399000.0,30,27469850.0,3095.79,-27466530.0,1245832000.0,495232000.0,?,12.95214,35550,13,"82456576",good
?,2150,171,?,12,13,?,3,-66.77812,?,2198,2.01307,924.0234,6578,-4.597936e-17,?,2150,67.79309,3.516211,2150,6578,?,0.1029217,-67.79309,?,?,2198,?,1.505544,6.057992,224.5752,?,2137,2150,0.03030303,-224.5752,2,-1,6.057992,2182,?,3,2.196865,10.87386,?,44.42571,66.80807,?,2441948.0,33,34.14167,3.493825,-32.63645,122.2636,67.79309,?,1.505544,2182,3,"82456576",good
?,1801,3127,?,76,1310,?,6,1.179839,?,5681,0.001455308,793.8216,11258,0.002308828,?,1763,1.663496,0.02052886,1801,11258,?,0.002554293,-1.003857,?,?,3764,?,1.179839,98.94544,4.630934,?,1813,1763,0.5844156,4.630934,2,1,98.94544,1813,?,7,0.008104571,0.002460931,?,61.85733,1.179839,?,1328154.0,77,1.08992,?,0.0899196,4.258791,1.663452,?,1.179839,1813,6,"82456576",good
?,1801,3127,?,76,1310,?,6,1.179943,?,5681,0.007412884,793.8216,11258,0.002308828,?,1763,1.664518,0.02141278,1801,11258,?,0.002565846,-1.000128,?,?,3764,?,1.179943,98.94544,4.651878,?,1813,1763,0.5949367,4.651878,2,1,98.94544,1813,?,7,0.008110983,0.003407669,?,84.28226,1.179943,?,1328154.0,79,1.089971,?,0.0899714,4.25884,1.663937,?,1.179943,1813,6,"82456576",good
?,44,89,?,25,63,1,49,5094.381,?,48995,483.1033,22.24719,100015,0.0001253252,?,44,5346.91,4443.511,44,100015,?,82.49152,-4958.94,?,?,48995,?,5094.381,1.998053,167045.3,?,2025,44,1.0,167045.3,4,2,1.998053,2025,?,50,60.17745,34.15671,?,1.286327,5094.381,?,1154.938,29,566.9867,?,4527.394,20684.58,5344.034,?,5094.381,2025,49,"82456576",bad
?,44,89,?,25,63,1,49,5094.381,?,48995,483.1033,22.24719,100015,0.0001253252,?,44,5346.91,4443.511,44,100015,?,82.49152,-4958.94,?,?,48995,?,5094.381,1.998053,167045.3,?,2025,44,1.0,167045.3,4,2,1.998053,2025,?,50,60.17745,34.15671,?,1.286327,5094.381,?,1154.938,29,566.9867,?,4527.394,20684.58,5344.034,?,5094.381,2025,49,"12321508",bad
?,44,89,?,25,63,1,49,5094.381,?,48995,483.1033,22.24719,100015,0.0001253252,?,44,5346.91,4443.511,44,100015,?,82.49152,-4958.94,?,?,48995,?,5094.381,1.998053,167045.3,?,2025,44,1.0,167045.3,4,2,1.998053,2025,?,50,60.17745,34.15671,?,1.286327,5094.381,?,1154.938,29,566.9867,?,4527.394,20684.58,5344.034,?,5094.381,2025,49,"95762354",bad
?,1801,3127,?,76,1310,?,6,1.179468,?,5681,0.006980804,793.8216,11258,0.002308828,?,1763,1.664052,0.02110324,1801,11258,?,0.002545382,-1.002767,?,?,3764,?,1.179468,98.94544,4.614777,?,1813,1763,0.6404494,4.614777,2,1,98.94544,1813,?,7,0.008078325,0.01048668,?,83.51729,1.179469,?,1328154.0,89,1.089734,?,0.08973393,4.258736,1.664944,?,1.179468,1813,6,"82456576",good
?,1801,3127,?,76,1310,?,6,1.231559,?,5681,0.001635387,793.8216,11258,0.002308828,?,1763,1.837046,0.02113067,1801,11258,?,0.002593986,-1.000139,?,?,3764,?,1.231559,174.2405,4.702896,?,1813,1763,0.5897436,4.702896,2,1,174.2405,1813,?,7,0.01006365,0.01086992,?,63.17217,1.23156,?,1328154.0,78,1.11578,?,0.1157797,4.266591,1.837167,?,1.231559,1813,6,"82456576",good
?,43,29,?,1,12,?,11,-17385670000.0,?,424,147411100.0,29.24138,928,-13659630.0,?,43,17385750000.0,149675700.0,43,928,?,348478600.0,-17385700000.0,?,?,424,?,-13659630.0,6.548283,27878290000.0,?,80,43,?,-27878290000.0,8,-2,7.842047,80,?,10,2037212000.0,44698560.0,?,7677.272,17385670000.0,?,1959.058,110,8691704000.0,?,-8693969000.0,18486100000.0,17385700000.0,?,-0.9975948,80,11,"82456576",bad
?,43,29,?,1,12,?,11,-17385670000.0,?,424,147411100.0,29.24138,928,-13659630.0,?,43,17385750000.0,149675700.0,43,928,?,348478600.0,-17385700000.0,?,?,424,?,-13659630.0,6.548283,27878290000.0,?,80,43,?,-27878290000.0,8,-2,7.842047,80,?,10,2037212000.0,44698560.0,?,7677.272,17385670000.0,?,1959.058,110,8691704000.0,?,-8693969000.0,18486100000.0,17385700000.0,?,-0.9975948,80,11,"12321508",bad
?,43,29,?,1,12,?,11,-17385670000.0,?,424,147411100.0,29.24138,928,-13659630.0,?,43,17385750000.0,149675700.0,43,928,?,348478600.0,-17385700000.0,?,?,424,?,-13659630.0,6.548283,27878290000.0,?,80,43,?,-27878290000.0,8,-2,7.842047,80,?,10,2037212000.0,44698560.0,?,7677.272,17385670000.0,?,1959.058,110,8691704000.0,?,-8693969000.0,18486100000.0,17385700000.0,?,-0.9975948,80,11,"95762354",bad
?,3063,3985,?,754,10,1,6,0.01970519,?,8836,0.01616452,1497.037,20841,0.009352318,?,3063,0.02114968,0.01945917,3063,20841,?,0.01003786,0.003124988,?,?,8836,?,0.01970519,5.417854,31.80998,?,3169,3063,1.0,31.80998,3,2,5.417854,3169,?,7,0.002765206,0.02968376,?,5.980451,0.01970642,?,5032801.0,21,0.008204409,0.002991077,0.01149905,0.5962597,0.02114968,?,0.01970519,3169,6,"82456576",bad
?,3063,3985,?,754,10,1,6,0.01970519,?,8836,0.01616452,1497.037,20841,0.009352318,?,3063,0.02114968,0.01945917,3063,20841,?,0.01003786,0.003124988,?,?,8836,?,0.01970519,5.417854,31.80998,?,3169,3063,1.0,31.80998,3,2,5.417854,3169,?,7,0.002765206,0.02968376,?,5.980451,0.01970642,?,5032801.0,21,0.008204409,0.002991077,0.01149905,0.5962597,0.02114968,?,0.01970519,3169,6,"12321508",good
?,3063,3985,?,754,10,1,6,0.01970519,?,8836,0.01616452,1497.037,20841,0.009352318,?,3063,0.02114968,0.01945917,3063,20841,?,0.01003786,0.003124988,?,?,8836,?,0.01970519,5.417854,31.80998,?,3169,3063,1.0,31.80998,3,2,5.417854,3169,?,7,0.002765206,0.02968376,?,5.980451,0.01970642,?,5032801.0,21,0.008204409,0.002991077,0.01149905,0.5962597,0.02114968,?,0.01970519,3169,6,"95762354",bad
?,3063,3984,?,754,10,1,6,0.02458843,?,8836,0.02450276,1496.932,20841,0.009523427,?,3063,0.03993889,0.02779825,3063,20841,?,0.01073112,0.003124953,?,?,8836,?,0.02458843,9.831503,34.00691,?,3169,3063,1.0,34.00691,3,2,9.831503,3169,?,7,0.003109835,0.1109487,?,8.43143,0.0364463,?,5033706.0,48,0.01224509,0.00930581,0.01554058,0.651311,0.03866638,?,0.02458843,3169,6,"82456576",bad
?,3063,3984,?,754,10,1,6,0.02458843,?,8836,0.02450276,1496.932,20841,0.009523427,?,3063,0.03993889,0.02779825,3063,20841,?,0.01073112,0.003124953,?,?,8836,?,0.02458843,9.831503,34.00691,?,3169,3063,1.0,34.00691,3,2,9.831503,3169,?,7,0.003109835,0.1109487,?,8.43143,0.0364463,?,5033706.0,48,0.01224509,0.00930581,0.01554058,0.651311,0.03866638,?,0.02458843,3169,6,"12321508",bad
?,3063,3984,?,754,10,1,6,0.02458843,?,8836,0.02450276,1496.932,20841,0.009523427,?,3063,0.03993889,0.02779825,3063,20841,?,0.01073112,0.003124953,?,?,8836,?,0.02458843,9.831503,34.00691,?,3169,3063,1.0,34.00691,3,2,9.831503,3169,?,7,0.003109835,0.1109487,?,8.43143,0.0364463,?,5033706.0,48,0.01224509,0.00930581,0.01554058,0.651311,0.03866638,?,0.02458843,3169,6,"95762354",bad
?,100,9,?,99,9,1,8,2847883.0,?,38612,358213.9,66.22222,87025,392.6754,?,100,4590210.0,2248220.0,100,87025,?,30131.93,-10678.51,?,?,38612,?,2847883.0,1.554096,295323000.0,?,9801,100,1.0,295323000.0,4,2,2.030542,9801,?,8,125755.3,538258.9,?,1.506811,2849111.0,?,10920.05,40,478938.3,?,2368944.0,13507200.0,4600888.0,?,2847883.0,9801,8,"82456576",bad
?,100,9,?,99,9,1,8,2847883.0,?,38612,358213.9,66.22222,87025,392.6754,?,100,4590210.0,2248220.0,100,87025,?,30131.93,-10678.51,?,?,38612,?,2847883.0,1.554096,295323000.0,?,9801,100,1.0,295323000.0,4,2,2.030542,9801,?,8,125755.3,538258.9,?,1.506811,2849111.0,?,10920.05,40,478938.3,?,2368944.0,13507200.0,4600888.0,?,2847883.0,9801,8,"12321508",bad
?,100,9,?,99,9,1,8,2847883.0,?,38612,358213.9,66.22222,87025,392.6754,?,100,4590210.0,2248220.0,100,87025,?,30131.93,-10678.51,?,?,38612,?,2847883.0,1.554096,295323000.0,?,9801,100,1.0,295323000.0,4,2,2.030542,9801,?,8,125755.3,538258.9,?,1.506811,2849111.0,?,10920.05,40,478938.3,?,2368944.0,13507200.0,4600888.0,?,2847883.0,9801,8,"95762354",bad
?,100,9,?,99,9,1,8,1036820.0,?,38612,268724.7,66.22222,87025,179.5638,?,100,1659740.0,847839.9,100,87025,?,11366.17,-3933.092,?,?,38612,?,1036820.0,1.428485,111399800.0,?,9801,100,1.0,111399800.0,4,2,1.868414,9801,?,8,46490.49,197331.3,?,1.790352,1037254.0,?,10920.05,49,228852.5,?,807967.7,4996108.0,1663674.0,?,1036820.0,9801,8,"82456576",bad
?,100,9,?,99,9,1,8,1036820.0,?,38612,268724.7,66.22222,87025,179.5638,?,100,1659740.0,847839.9,100,87025,?,11366.17,-3933.092,?,?,38612,?,1036820.0,1.428485,111399800.0,?,9801,100,1.0,111399800.0,4,2,1.868414,9801,?,8,46490.49,197331.3,?,1.790352,1037254.0,?,10920.05,49,228852.5,?,807967.7,4996108.0,1663674.0,?,1036820.0,9801,8,"12321508",bad
?,100,9,?,99,9,1,8,1036820.0,?,38612,268724.7,66.22222,87025,179.5638,?,100,1659740.0,847839.9,100,87025,?,11366.17,-3933.092,?,?,38612,?,1036820.0,1.428485,111399800.0,?,9801,100,1.0,111399800.0,4,2,1.868414,9801,?,8,46490.49,197331.3,?,1.790352,1037254.0,?,10920.05,49,228852.5,?,807967.7,4996108.0,1663674.0,?,1036820.0,9801,8,"95762354",bad
?,1085,1989,?,224,50,?,6,2.8877,?,3114,0.4394556,520.6797,7448,0.1828534,?,1085,5.764767,1.239449,1085,7448,?,0.2606024,-1.000727,?,?,3114,?,2.8877,18.8017,317.9349,?,1154,1085,0.7258065,317.9349,2,1,18.8017,1220,?,7,0.26425,0.01227559,?,3.609653,2.887701,?,633244.7,62,1.941152,?,0.9465482,18.90003,5.764919,?,2.8877,1220,6,"82456576",bad
?,1085,1989,?,224,50,?,6,2.8877,?,3114,0.4394556,520.6797,7448,0.1828534,?,1085,5.764767,1.239449,1085,7448,?,0.2606024,-1.000727,?,?,3114,?,2.8877,18.8017,317.9349,?,1154,1085,0.7258065,317.9349,2,1,18.8017,1220,?,7,0.26425,0.01227559,?,3.609653,2.887701,?,633244.7,62,1.941152,?,0.9465482,18.90003,5.764919,?,2.8877,1220,6,"95762354",bad
?,?,409,1071,1,361,?,19,168.2618,?,?,15.56428,6642.051,264823,?,?,13577,228.8259,8.510247,?,264823,?,25.6419,-26.62596,?,?,251142,?,12.85866,35.82257,350806.9,?,13681,13577,0.9791667,350806.9,1,1,35.82257,13681,?,16,47.80681,2184.066,1,8.455672e+14,190.7466,?,195608600.0,48,89.84011,31.11295,89.84011,6710.686,228.851,?,168.2618,13681,19,"82456576",good
?,100,9,?,99,9,1,8,56651.75,?,38612,4298.523,66.22222,87025,23.69245,?,100,89701.22,45206.99,100,87025,?,775.2334,-192.9963,?,?,38612,?,56651.75,1.129968,7598062.0,?,9801,100,1.0,7598062.0,4,2,1.249586,9801,?,8,2737.322,10582.85,?,1.384842,56673.33,?,10920.05,37,7871.642,?,48780.11,296999.8,89894.21,?,56651.75,9801,8,"82456576",bad
?,100,9,?,99,9,1,8,56651.75,?,38612,4298.523,66.22222,87025,23.69245,?,100,89701.22,45206.99,100,87025,?,775.2334,-192.9963,?,?,38612,?,56651.75,1.129968,7598062.0,?,9801,100,1.0,7598062.0,4,2,1.249586,9801,?,8,2737.322,10582.85,?,1.384842,56673.33,?,10920.05,37,7871.642,?,48780.11,296999.8,89894.21,?,56651.75,9801,8,"12321508",bad
?,100,9,?,99,9,1,8,56651.75,?,38612,4298.523,66.22222,87025,23.69245,?,100,89701.22,45206.99,100,87025,?,775.2334,-192.9963,?,?,38612,?,56651.75,1.129968,7598062.0,?,9801,100,1.0,7598062.0,4,2,1.249586,9801,?,8,2737.322,10582.85,?,1.384842,56673.33,?,10920.05,37,7871.642,?,48780.11,296999.8,89894.21,?,56651.75,9801,8,"95762354",bad
?,100,9,?,99,9,1,8,23908.46,?,38612,19468.35,66.22222,87025,29.49389,?,100,37362.49,19468.43,100,87025,?,440.545,-71.99191,?,?,38612,?,23804.35,1.044205,4317782.0,?,9801,100,1.0,4317782.0,4,2,1.258102,9801,?,8,1234.182,4256.155,?,321109.2,23926.11,?,10920.05,40,11954.19,52.47312,11954.27,136866.1,37434.49,?,23908.46,9801,8,"82456576",bad
?,100,9,?,99,9,1,8,23908.46,?,38612,19468.35,66.22222,87025,29.49389,?,100,37362.49,19468.43,100,87025,?,440.545,-71.99191,?,?,38612,?,23804.35,1.044205,4317782.0,?,9801,100,1.0,4317782.0,4,2,1.258102,9801,?,8,1234.182,4256.155,?,321109.2,23926.11,?,10920.05,40,11954.19,52.47312,11954.27,136866.1,37434.49,?,23908.46,9801,8,"12321508",bad
?,100,9,?,99,9,1,8,23908.46,?,38612,19468.35,66.22222,87025,29.49389,?,100,37362.49,19468.43,100,87025,?,440.545,-71.99191,?,?,38612,?,23804.35,1.044205,4317782.0,?,9801,100,1.0,4317782.0,4,2,1.258102,9801,?,8,1234.182,4256.155,?,321109.2,23926.11,?,10920.05,40,11954.19,52.47312,11954.27,136866.1,37434.49,?,23908.46,9801,8,"95762354",bad
?,100,9,?,99,9,1,8,12318.11,?,38612,9332.01,66.22222,87025,18.94504,?,100,18920.92,9332.084,100,87025,?,342.2806,-29.07313,?,?,38612,?,12175.82,1.041696,3354692.0,?,9801,100,1.0,3354692.0,4,2,1.258412,9801,?,8,729.8008,1964.88,?,166758.7,12324.48,?,10920.05,20,6159.019,?,6159.092,84282.86,18950.0,?,12318.11,9801,8,"82456576",bad
?,100,9,?,99,9,1,8,12318.11,?,38612,9332.01,66.22222,87025,18.94504,?,100,18920.92,9332.084,100,87025,?,342.2806,-29.07313,?,?,38612,?,12175.82,1.041696,3354692.0,?,9801,100,1.0,3354692.0,4,2,1.258412,9801,?,8,729.8008,1964.88,?,166758.7,12324.48,?,10920.05,20,6159.019,?,6159.092,84282.86,18950.0,?,12318.11,9801,8,"12321508",bad
?,100,9,?,99,9,1,8,12318.11,?,38612,9332.01,66.22222,87025,18.94504,?,100,18920.92,9332.084,100,87025,?,342.2806,-29.07313,?,?,38612,?,12175.82,1.041696,3354692.0,?,9801,100,1.0,3354692.0,4,2,1.258412,9801,?,8,729.8008,1964.88,?,166758.7,12324.48,?,10920.05,20,6159.019,?,6159.092,84282.86,18950.0,?,12318.11,9801,8,"95762354",bad
?,100,9,?,99,9,1,8,8664.901,?,38612,7216.334,66.22222,87025,24.27176,?,100,13183.61,7216.408,100,87025,?,321.5967,-11.9126,?,?,38612,?,8617.105,1.041706,3151970.0,?,9801,100,1.0,3151970.0,4,2,1.258433,9801,?,8,602.7195,1271.444,?,117309.8,8668.283,?,10920.05,22,4332.413,?,4332.487,71490.84,13195.52,?,8664.901,9801,8,"82456576",bad
?,100,9,?,99,9,1,8,8664.901,?,38612,7216.334,66.22222,87025,24.27176,?,100,13183.61,7216.408,100,87025,?,321.5967,-11.9126,?,?,38612,?,8617.105,1.041706,3151970.0,?,9801,100,1.0,3151970.0,4,2,1.258433,9801,?,8,602.7195,1271.444,?,117309.8,8668.283,?,10920.05,22,4332.413,?,4332.487,71490.84,13195.52,?,8664.901,9801,8,"12321508",bad
?,100,9,?,99,9,1,8,8664.901,?,38612,7216.334,66.22222,87025,24.27176,?,100,13183.61,7216.408,100,87025,?,321.5967,-11.9126,?,?,38612,?,8617.105,1.041706,3151970.0,?,9801,100,1.0,3151970.0,4,2,1.258433,9801,?,8,602.7195,1271.444,?,117309.8,8668.283,?,10920.05,22,4332.413,?,4332.487,71490.84,13195.52,?,8664.901,9801,8,"95762354",bad
?,100,9,?,99,9,1,8,8037.147,?,38612,6890.989,66.22222,87025,24.27168,?,100,12143.3,6891.063,100,87025,?,319.3718,-1.678242,?,?,38612,?,8037.147,1.041705,3130163.0,?,9801,100,1.0,3130163.0,4,2,1.258433,9801,?,8,586.7406,1167.447,?,108816.0,8041.374,?,10920.05,22,4018.537,?,4018.61,69922.32,12144.97,?,8037.147,9801,8,"82456576",bad
?,100,9,?,99,9,1,8,8037.147,?,38612,6890.989,66.22222,87025,24.27168,?,100,12143.3,6891.063,100,87025,?,319.3718,-1.678242,?,?,38612,?,8037.147,1.041705,3130163.0,?,9801,100,1.0,3130163.0,4,2,1.258433,9801,?,8,586.7406,1167.447,?,108816.0,8041.374,?,10920.05,22,4018.537,?,4018.61,69922.32,12144.97,?,8037.147,9801,8,"12321508",bad
?,100,9,?,99,9,1,8,8037.147,?,38612,6890.989,66.22222,87025,24.27168,?,100,12143.3,6891.063,100,87025,?,319.3718,-1.678242,?,?,38612,?,8037.147,1.041705,3130163.0,?,9801,100,1.0,3130163.0,4,2,1.258433,9801,?,8,586.7406,1167.447,?,108816.0,8041.374,?,10920.05,22,4018.537,?,4018.61,69922.32,12144.97,?,8037.147,9801,8,"95762354",bad
?,100,9,?,99,9,1,8,8015.201,?,38612,6869.804,66.22222,87025,24.84172,?,100,12100.23,6869.878,100,87025,?,319.3145,-0.009832669,?,?,38612,?,8015.201,1.041705,3129602.0,?,9801,100,1.0,3129602.0,4,2,1.258432,9801,?,8,586.2731,1163.724,?,108505.2,8019.597,?,10920.05,22,4007.564,?,4007.638,69877.11,12100.24,?,8015.201,9801,8,"82456576",bad
?,100,9,?,99,9,1,8,8015.201,?,38612,6869.804,66.22222,87025,24.84172,?,100,12100.23,6869.878,100,87025,?,319.3145,-0.009832669,?,?,38612,?,8015.201,1.041705,3129602.0,?,9801,100,1.0,3129602.0,4,2,1.258432,9801,?,8,586.2731,1163.724,?,108505.2,8019.597,?,10920.05,22,4007.564,?,4007.638,69877.11,12100.24,?,8015.201,9801,8,"12321508",bad
?,100,9,?,99,9,1,8,8015.201,?,38612,6869.804,66.22222,87025,24.84172,?,100,12100.23,6869.878,100,87025,?,319.3145,-0.009832669,?,?,38612,?,8015.201,1.041705,3129602.0,?,9801,100,1.0,3129602.0,4,2,1.258432,9801,?,8,586.2731,1163.724,?,108505.2,8019.597,?,10920.05,22,4007.564,?,4007.638,69877.11,12100.24,?,8015.201,9801,8,"95762354",bad
?,100,9,?,99,9,1,8,10710.15,?,38612,7376.661,66.22222,87025,24.27167,?,100,13314.43,7376.735,100,87025,?,322.1819,-4.000505e-07,?,?,38612,?,10710.15,1.051774,3157705.0,?,9801,100,1.0,3157705.0,4,2,1.258432,9801,?,8,605.7066,1255.583,?,145013.8,10714.88,?,10920.05,20,5355.036,?,5355.11,71870.67,12921.16,?,10710.15,9801,8,"82456576",bad
?,100,9,?,99,9,1,8,10710.15,?,38612,7376.661,66.22222,87025,24.27167,?,100,13314.43,7376.735,100,87025,?,322.1819,-4.000505e-07,?,?,38612,?,10710.15,1.051774,3157705.0,?,9801,100,1.0,3157705.0,4,2,1.258432,9801,?,8,605.7066,1255.583,?,145013.8,10714.88,?,10920.05,20,5355.036,?,5355.11,71870.67,12921.16,?,10710.15,9801,8,"12321508",bad
?,100,9,?,99,9,1,8,10710.15,?,38612,7376.661,66.22222,87025,24.27167,?,100,13314.43,7376.735,100,87025,?,322.1819,-4.000505e-07,?,?,38612,?,10710.15,1.051774,3157705.0,?,9801,100,1.0,3157705.0,4,2,1.258432,9801,?,8,605.7066,1255.583,?,145013.8,10714.88,?,10920.05,20,5355.036,?,5355.11,71870.67,12921.16,?,10710.15,9801,8,"95762354",bad
?,80,7,?,2,6,?,5,-111.0735,?,7840,4.647795,23.71429,18880,-23.07391,?,80,115.584,4.954088,80,18880,?,40.119,-117.034,?,?,7840,?,-23.07391,1.159808,128380.8,?,3200,80,0.4444444,-128380.8,4,-2,1.025471,3200,?,5,17.673,376.5835,?,362.5221,111.5033,?,2392.367,9,55.57238,1.901133,-55.46578,2762.92,117.034,?,0.1066227,3200,5,"82456576",bad
?,80,7,?,2,6,?,5,-111.0735,?,7840,4.647795,23.71429,18880,-23.07391,?,80,115.584,4.954088,80,18880,?,40.119,-117.034,?,?,7840,?,-23.07391,1.159808,128380.8,?,3200,80,0.4444444,-128380.8,4,-2,1.025471,3200,?,5,17.673,376.5835,?,362.5221,111.5033,?,2392.367,9,55.57238,1.901133,-55.46578,2762.92,117.034,?,0.1066227,3200,5,"12321508",bad
?,80,7,?,2,6,?,5,-111.0735,?,7840,4.647795,23.71429,18880,-23.07391,?,80,115.584,4.954088,80,18880,?,40.119,-117.034,?,?,7840,?,-23.07391,1.159808,128380.8,?,3200,80,0.4444444,-128380.8,4,-2,1.025471,3200,?,5,17.673,376.5835,?,362.5221,111.5033,?,2392.367,9,55.57238,1.901133,-55.46578,2762.92,117.034,?,0.1066227,3200,5,"95762354",bad
?,304,385,?,96,23,1,9,10.41085,?,1646,?,177.9195,3678,1.870951,?,304,11.84129,?,304,3678,?,3.324413,-3.927614,?,?,1634,?,10.4063,3.575883,1323.117,?,398,304,0.8571429,1323.117,3,2,3.575883,398,?,8,1.614757,7.777186,?,2913.54,?,?,70031.18,14,5.220966,?,5.189884,83.79715,16.31453,?,10.41085,398,9,"82456576",bad
?,304,385,?,96,23,1,9,10.41085,?,1646,?,177.9195,3678,1.870951,?,304,11.84129,?,304,3678,?,3.324413,-3.927614,?,?,1634,?,10.4063,3.575883,1323.117,?,398,304,0.8571429,1323.117,3,2,3.575883,398,?,8,1.614757,7.777186,?,2913.54,?,?,70031.18,14,5.220966,?,5.189884,83.79715,16.31453,?,10.41085,398,9,"12321508",bad
?,304,385,?,96,23,1,9,10.41085,?,1646,?,177.9195,3678,1.870951,?,304,11.84129,?,304,3678,?,3.324413,-3.927614,?,?,1634,?,10.4063,3.575883,1323.117,?,398,304,0.8571429,1323.117,3,2,3.575883,398,?,8,1.614757,7.777186,?,2913.54,?,?,70031.18,14,5.220966,?,5.189884,83.79715,16.31453,?,10.41085,398,9,"95762354",good
?,13495,3269,?,57,68,?,6,-1.068887,?,28937,168.5068,2344.653,127182,-0.6577911,?,6771,386.2931,200.5017,13495,127182,?,3.654056,-334.5137,?,?,77631,?,1.0,8.68914,75324.71,?,20614,6771,0.962963,67676.63,2,?,8.089644,20614,?,11,16.23011,1332.255,?,8.00128,261.1473,?,13226450.0,27,143.9974,8.754871,112.0026,2734.883,541.367,?,256.0,20614,6,"82456576",good
?,?,1,2028,1,1,1,1,0.0004670389,?,?,0.001657835,?,2028,0.0001157056,?,?,0.02741678,0.001657864,?,2028,?,0.0001544942,2.917841e-08,?,?,?,?,0.0002679376,7.534938,0.3133143,?,2028,?,1.0,0.3133143,1,2,7.534938,2028,?,1,0.0009308597,?,1,939625.8,0.02741678,?,?,131,0.01370838,?,0.01370841,0.04249314,0.02741678,?,0.02741678,2028,1,"82456576",bad
?,?,1,2028,1,1,1,1,0.0004670389,?,?,0.001657835,?,2028,0.0001157056,?,?,0.02741678,0.001657864,?,2028,?,0.0001544942,2.917841e-08,?,?,?,?,0.0002679376,7.534938,0.3133143,?,2028,?,1.0,0.3133143,1,2,7.534938,2028,?,1,0.0009308597,?,1,939625.8,0.02741678,?,?,131,0.01370838,?,0.01370841,0.04249314,0.02741678,?,0.02741678,2028,1,"12321508",good
?,?,1,2028,1,1,1,1,0.0004670389,?,?,0.001657835,?,2028,0.0001157056,?,?,0.02741678,0.001657864,?,2028,?,0.0001544942,2.917841e-08,?,?,?,?,0.0002679376,7.534938,0.3133143,?,2028,?,1.0,0.3133143,1,2,7.534938,2028,?,1,0.0009308597,?,1,939625.8,0.02741678,?,?,131,0.01370838,?,0.01370841,0.04249314,0.02741678,?,0.02741678,2028,1,"95762354",bad
